cmm_code,common_description,material_family,governance_status,member_count,cpse_count,consuming_cpses,primary_uom,total_annual_consumption,avg_consumption_per_member,plant_count,dominant_plant
CMM-ELECTR-707C05-001,ELECTRICAL | ALUMINIUM | 3C X 95 SQ MM | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,2,2,ONGC;SAIL,MTR,25380,12690.0,2,Ankleshwar Asset
CMM-ELECTR-72A3B6-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,9226,9226.0,1,Trichy Complex
CMM-ELECTR-76536F-001,ELECTRICAL | ALUMINIUM | 3C X 95 SQ MM | IS 7098,ELECTRICAL,VERIFIED_HARMONIZED,2,2,NTPC;SAIL,MTR,15370,7685.0,2,Singrauli STPS
CMM-ELECTR-76A8C2-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,12106,12106.0,1,Bokaro Steel Plant
CMM-ELECTR-79689B-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,7080,7080.0,1,Bhopal Complex
CMM-ELECTR-79A6DD-001,ELECTRICAL | CABLE | ALUMINIUM | 3C X 95 SQ MM | IS 2026,ELECTRICAL,VERIFIED_HARMONIZED,6,6,BHEL;Coal India;IOCL;NMDC;NTPC;SAIL,MTR,34422,5737.0,6,Gujarat Refinery
CMM-ELECTR-7A69F2-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,3600,3600.0,1,Bhopal Complex
CMM-ELECTR-7A8291-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,10786,10786.0,1,Ranipet Complex
CMM-ELECTR-7CE3FC-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6673,6673.0,1,Rourkela Steel Plant
CMM-ELECTR-808622-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,10851,10851.0,1,Bhilai Steel Plant
CMM-ELECTR-81F171-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,1498,1498.0,1,Trichy Complex
CMM-ELECTR-83697B-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,12020,12020.0,1,Ramagundam STPS
CMM-ELECTR-8381A7-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,12167,12167.0,1,Vindhyachal STPS
CMM-ELECTR-8C5683-001,ELECTRICAL | XLPE INSULATED | 1C X 300 SQ MM | IS 13947,ELECTRICAL,AMBIGUOUS_REVIEW_REQUIRED,8,7,BHEL;Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,MTR,41357,5169.62,7,Haldia Refinery
CMM-ELECTR-8EAEA9-001,ELECTRICAL | CABLE | ALUMINIUM | 415V 100A | IS 2026,ELECTRICAL,VERIFIED_HARMONIZED,3,3,Coal India;HPCL;NMDC,MTR,12482,4160.67,3,Mumbai Refinery
CMM-ELECTR-8FE460-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,9751,9751.0,1,Trichy Complex
CMM-ELECTR-8FF92B-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,11992,11992.0,1,Vindhyachal STPS
CMM-ELECTR-916CED-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,13636,13636.0,1,Trichy Complex
CMM-ELECTR-91BE73-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,6149,6149.0,1,Ranipet Complex
CMM-ELECTR-91F95B-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,12685,12685.0,1,Bhilai Steel Plant
CMM-ELECTR-925F26-001,ELECTRICAL | CABLE | COPPER | 1C X 300 SQ MM | IS 2026,ELECTRICAL,VERIFIED_HARMONIZED,2,2,HPCL;SAIL,MTR,8334,4167.0,2,Bhatinda Refinery
CMM-ELECTR-92CF3A-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,5272,5272.0,1,Ramagundam STPS
CMM-ELECTR-941023-001,ELECTRICAL | ALUMINIUM | 1C X 300 SQ MM | IS 2026,ELECTRICAL,AMBIGUOUS_REVIEW_REQUIRED,7,6,BHEL;Coal India;HPCL;NTPC;ONGC;SAIL,MTR,49745,7106.43,7,Sivasagar Asset
CMM-ELECTR-949379-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,14285,14285.0,1,Bhopal Complex
CMM-ELECTR-94DDC0-001,ELECTRICAL | ALUMINIUM | 1C X 300 SQ MM | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,2,2,Coal India;SAIL,MTR,15339,7669.5,2,Korba Coalfields
CMM-ELECTR-95788A-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,6073,6073.0,1,Ranipet Complex
CMM-ELECTR-95A05F-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,8450,8450.0,1,Bokaro Steel Plant
CMM-ELECTR-97B02F-001,ELECTRICAL | CABLE | XLPE INSULATED | 1C X 300 SQ MM | IS 7098,ELECTRICAL,VERIFIED_HARMONIZED,2,2,HPCL;NMDC,MTR,17812,8906.0,2,Bailadila Iron Ore Mine
CMM-ELECTR-983066-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,7093,7093.0,1,Bhopal Complex
CMM-ELECTR-9A21B9-001,ELECTRICAL | XLPE INSULATED | 1C X 300 SQ MM | IS 2026,ELECTRICAL,VERIFIED_HARMONIZED,2,2,Coal India;ONGC,MTR,22281,11140.5,2,Singareni Collieries
CMM-ELECTR-9B74A3-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,2219,2219.0,1,Hazira Complex
CMM-ELECTR-9B9571-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,11801,11801.0,1,Ramagundam STPS
CMM-ELECTR-9BB755-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,12768,12768.0,1,Singrauli STPS
CMM-ELECTR-9C93DB-001,ELECTRICAL | ALUMINIUM | 3C X 95 SQ MM | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,5,5,Coal India;HPCL;NMDC;ONGC;SAIL,MTR,44811,8962.2,5,Visakh Refinery
CMM-ELECTR-9CE3F4-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,13353,13353.0,1,Dadri Plant
CMM-ELECTR-9D604B-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,7453,7453.0,1,Ranipet Complex
CMM-ELECTR-9D6068-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,2094,2094.0,1,Ramagundam STPS
CMM-ELECTR-9FD986-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,13263,13263.0,1,Korba STPS
CMM-ELECTR-9FEFD2-001,ELECTRICAL | XLPE INSULATED | 415V 100A | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,6,6,BHEL;HPCL;IOCL;NMDC;NTPC;SAIL,MTR,67948,11324.67,6,Trichy Complex
CMM-ELECTR-A08A22-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,114,114.0,1,Rourkela Steel Plant
CMM-ELECTR-A1C20A-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,5355,5355.0,1,Dadri Plant
CMM-ELECTR-A21A1A-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,9845,9845.0,1,Bhopal Complex
CMM-ELECTR-A4DD01-001,ELECTRICAL | XLPE INSULATED | 3C X 95 SQ MM | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,2,2,Coal India;IOCL,MTR,20686,10343.0,2,Singareni Collieries
CMM-ELECTR-A51F59-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,13943,13943.0,1,Bhilai Steel Plant
CMM-ELECTR-A55AE9-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,7425,7425.0,1,Singrauli STPS
CMM-ELECTR-A59129-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4218,4218.0,1,Durgapur Steel Plant
CMM-ELECTR-A88B61-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,2355,2355.0,1,Ranipet Complex
CMM-ELECTR-A89663-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,4954,4954.0,1,Bhopal Complex
CMM-ELECTR-AA84A6-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,3451,3451.0,1,Ramagundam STPS
CMM-ELECTR-AD1990-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,13978,13978.0,1,Singrauli STPS
CMM-ELECTR-AD2D59-001,ELECTRICAL | CABLE | XLPE INSULATED | 4C X 25 SQ MM | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,3,3,BHEL;IOCL;NMDC,MTR,22200,7400.0,3,Gujarat Refinery
CMM-ELECTR-AF05F8-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4479,4479.0,1,Durgapur Steel Plant
CMM-ELECTR-B09160-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,12818,12818.0,1,Hazira Complex
CMM-ELECTR-B5115D-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,5967,5967.0,1,Korba STPS
CMM-ELECTR-B6A9F4-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,12626,12626.0,1,Trichy Complex
CMM-ELECTR-B8A44C-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,5392,5392.0,1,Durgapur Steel Plant
CMM-ELECTR-BB4F67-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,12308,12308.0,1,Bhilai Steel Plant
CMM-ELECTR-BB66D5-001,ELECTRICAL | COPPER | 415V 100A | IS 7098,ELECTRICAL,VERIFIED_HARMONIZED,2,2,NMDC;NTPC,MTR,18349,9174.5,2,Donimalai Iron Ore Mine
CMM-ELECTR-BBFFB1-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,4945,4945.0,1,Bhopal Complex
CMM-ELECTR-BC2BE2-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,14145,14145.0,1,Singrauli STPS
CMM-ELECTR-BF7F37-001,ELECTRICAL | ALUMINIUM | 3C X 95 SQ MM | IS 2026,ELECTRICAL,VERIFIED_HARMONIZED,2,2,HPCL;SAIL,MTR,12808,6404.0,2,Bhatinda Refinery
CMM-ELECTR-C2208E-001,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | IS 13947,ELECTRICAL,VERIFIED_HARMONIZED,4,4,Coal India;HPCL;NMDC;SAIL,MTR,32817,8204.25,4,Singareni Collieries
CMM-ELECTR-C25892-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,4615,4615.0,1,Singrauli STPS
CMM-ELECTR-C32643-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,13048,13048.0,1,Singrauli STPS
CMM-ELECTR-C3E195-001,ELECTRICAL | XLPE INSULATED | 415V 100A | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,2,2,BHEL;ONGC,MTR,10418,5209.0,2,Trichy Complex
CMM-ELECTR-C565E9-001,ELECTRICAL | ALUMINIUM | 1C X 300 SQ MM | IEC 60502,ELECTRICAL,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;IOCL;NMDC,MTR,26706,6676.5,4,Bailadila Iron Ore Mine
CMM-ELECTR-C6915F-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,11205,11205.0,1,Durgapur Steel Plant
CMM-ELECTR-C727C7-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,2460,2460.0,1,Rourkela Steel Plant
CMM-ELECTR-CB50EA-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,10004,10004.0,1,Korba STPS
CMM-ELECTR-CD68BD-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,5891,5891.0,1,Dadri Plant
CMM-ELECTR-CE652D-001,ELECTRICAL | XLPE INSULATED | 4C X 25 SQ MM | IS 2026,ELECTRICAL,VERIFIED_HARMONIZED,3,3,NMDC;ONGC;SAIL,MTR,16781,5593.67,3,Sivasagar Asset
CMM-ELECTR-CFAB35-001,ELECTRICAL | CABLE | XLPE INSULATED | 415V 100A | IS 13947,ELECTRICAL,VERIFIED_HARMONIZED,2,2,ONGC;SAIL,MTR,15860,7930.0,2,Bhilai Steel Plant
CMM-ELECTR-D40B8A-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,11888,11888.0,1,Hazira Complex
CMM-ELECTR-D40DD1-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,1153,1153.0,1,Rourkela Steel Plant
CMM-ELECTR-D852DA-001,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | IS 13947,ELECTRICAL,VERIFIED_HARMONIZED,2,2,Coal India;SAIL,MTR,13784,6892.0,2,Talcher Coalfields
CMM-ELECTR-DA06F7-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,9612,9612.0,1,Bokaro Steel Plant
CMM-ELECTR-DAC0B1-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,9022,9022.0,1,Bhilai Steel Plant
CMM-ELECTR-E2BC3C-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,5826,5826.0,1,Vindhyachal STPS
CMM-ELECTR-E39403-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,4306,4306.0,1,Vindhyachal STPS
CMM-ELECTR-E5BD1D-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,5148,5148.0,1,Hazira Complex
CMM-ELECTR-E728FA-001,ELECTRICAL | COPPER | 415V 100A | IS 13947,ELECTRICAL,AMBIGUOUS_REVIEW_REQUIRED,8,7,BHEL;Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,MTR,81038,10129.75,8,Mathura Refinery
CMM-ELECTR-ECDA08-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,2066,2066.0,1,Trichy Complex
CMM-ELECTR-F33EAC-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,14079,14079.0,1,Bokaro Steel Plant
CMM-ELECTR-F3C541-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,7001,7001.0,1,Singrauli STPS
CMM-ELECTR-F75684-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,SAIL,MTR,1683,1683.0,1,Bhilai Steel Plant
CMM-ELECTR-FAAACF-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,STANDALONE_CANDIDATE,1,1,BHEL,MTR,11155,11155.0,1,Ranipet Complex
CMM-ELECTR-FB578D-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,STANDALONE_CANDIDATE,1,1,NTPC,MTR,9411,9411.0,1,Vindhyachal STPS
CMM-ELECTR-FD0485-001,ELECTRICAL | COPPER | 3C X 95 SQ MM | IS 7098,ELECTRICAL,VERIFIED_HARMONIZED,2,2,IOCL;SAIL,MTR,13033,6516.5,2,Haldia Refinery
CMM-FASTNR-0169A7-001,FASTENER | BOLT | GRADE 10.9 | M16 X 65 | ASTM A193,FASTENER,STANDALONE_CANDIDATE,1,1,NTPC,KG,7490,7490.0,1,Vindhyachal STPS
CMM-FASTNR-04310E-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,10224,10224.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-0448D7-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,796,796.0,1,Donimalai Iron Ore Mine
CMM-FASTNR-04A814-001,FASTENER | NUT | GRADE 8.8 | M10 X 40 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,2325,2325.0,1,Jharia Coalfields
CMM-FASTNR-0877CE-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,10734,10734.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-08B7CC-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,11095,11095.0,1,Donimalai Iron Ore Mine
CMM-FASTNR-08DB7F-001,FASTENER | WASHER | CARBON STEEL | M24 X 100 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,IOCL,NOS,14207,14207.0,1,Haldia Refinery
CMM-FASTNR-0959AF-001,FASTENER | BOLT | CARBON STEEL | M24 X 100 | DIN 931,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,KG,9292,9292.0,1,Singareni Collieries
CMM-FASTNR-0B0423-001,FASTENER | BOLT | GRADE B7 | M20 X 80 | ASME B18.2,FASTENER,VERIFIED_HARMONIZED,3,3,HPCL;NMDC;NTPC,NOS,27852,9284.0,3,Dadri Plant
CMM-FASTNR-0B935E-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,11286,11286.0,1,Talcher Coalfields
CMM-FASTNR-0C6EBA-001,FASTENER | BOLT | CARBON STEEL | M16 X 65 | ASTM A193,FASTENER,VERIFIED_HARMONIZED,2,2,BHEL;NTPC,NOS,7912,3956.0,2,Ranipet Complex
CMM-FASTNR-0DD604-001,FASTENER | BOLT | GRADE 10.9 | M20 X 80 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,IOCL,NOS,8442,8442.0,1,Barauni Refinery
CMM-FASTNR-0EFE81-001,FASTENER | BOLT | ALLOY STEEL | M10 X 40 | ASTM A193,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,KG,5388,5388.0,1,Korba Coalfields
CMM-FASTNR-134BE7-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,9772,9772.0,1,Jharia Coalfields
CMM-FASTNR-152A8F-001,FASTENER | BOLT | GRADE 10.9 | M16 X 65 | ASTM A193,FASTENER,STANDALONE_CANDIDATE,1,1,NTPC,NOS,12016,12016.0,1,Singrauli STPS
CMM-FASTNR-15537B-001,FASTENER | GRADE B7 | M24 X 100 | DIN 931,FASTENER,VERIFIED_HARMONIZED,2,2,HPCL;ONGC,KG,17206,8603.0,2,Visakh Refinery
CMM-FASTNR-1793A5-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,14134,14134.0,1,Singareni Collieries
CMM-FASTNR-1A9DA1-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,13337,13337.0,1,Jharia Coalfields
CMM-FASTNR-1AF629-001,FASTENER | WASHER | CARBON STEEL | M10 X 40 | IS 1367,FASTENER,VERIFIED_HARMONIZED,4,4,Coal India;IOCL;NMDC;ONGC,NOS,40906,10226.5,4,Mumbai Offshore Complex
CMM-FASTNR-1B4788-001,FASTENER | BOLT | GRADE 8.8 | M20 X 80 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,12839,12839.0,1,Donimalai Iron Ore Mine
CMM-FASTNR-1B6461-001,FASTENER | BOLT | GRADE 10.9 | M10 X 40 | ASTM A193,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,10866,10866.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-1C4408-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,2563,2563.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-1E40EE-001,FASTENER | BOLT | GRADE 10.9 | M12 X 50 | ASTM A193,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,7568,7568.0,1,Donimalai Iron Ore Mine
CMM-FASTNR-226DB9-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,14643,14643.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-22FBDB-001,FASTENER | NUT | CARBON STEEL | M24 X 100 | DIN 931,FASTENER,STANDALONE_CANDIDATE,1,1,BHEL,NOS,2778,2778.0,1,Bhopal Complex
CMM-FASTNR-235045-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,259,259.0,1,Donimalai Iron Ore Mine
CMM-FASTNR-253984-001,FASTENER | SS 316 | M16 X 65 | IS 1367,FASTENER,STANDALONE_CANDIDATE,1,1,BHEL,NOS,4784,4784.0,1,Hazira Complex
CMM-FASTNR-26351F-001,FASTENER | NUT | CARBON STEEL | M10 X 40 | ASTM A193,FASTENER,VERIFIED_HARMONIZED,3,3,BHEL;Coal India;IOCL,NOS,19102,6367.33,3,Jharia Coalfields
CMM-FASTNR-26EF8B-001,FASTENER | BOLT | GRADE 10.9 | M20 X 80 | IS 1367,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,14751,14751.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-28A349-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,4022,4022.0,1,Korba Coalfields
CMM-FASTNR-29F5AF-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,8029,8029.0,1,Talcher Coalfields
CMM-FASTNR-2B3DDF-001,FASTENER | BOLT | GRADE 10.9 | M20 X 80 | DIN 931,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,KG,4966,4966.0,1,Korba Coalfields
CMM-FASTNR-2E518A-001,FASTENER | NUT | SS 316 | M16 X 65 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,10728,10728.0,1,Singareni Collieries
CMM-FASTNR-2EA3F9-001,FASTENER | BOLT | SS 316 | M10 X 40 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,KG,447,447.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-2F69BE-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,Coal India,NOS,5705,5705.0,1,Talcher Coalfields
CMM-FASTNR-31709C-001,FASTENER | BOLT | GRADE 10.9 | M12 X 50 | DIN 931,FASTENER,STANDALONE_CANDIDATE,1,1,NTPC,NOS,11871,11871.0,1,Dadri Plant
CMM-FASTNR-323585-001,FASTENER | NUT | SS 304 | M10 X 40 | ASTM A193,FASTENER,STANDALONE_CANDIDATE,1,1,ONGC,NOS,5644,5644.0,1,Mumbai Offshore Complex
CMM-FASTNR-35E39D-001,FASTENER | BOLT | GRADE 8.8 | M10 X 40 | ASME B18.2,FASTENER,STANDALONE_CANDIDATE,1,1,NTPC,KG,10438,10438.0,1,Vindhyachal STPS
CMM-FASTNR-35F8E7-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,12248,12248.0,1,Bailadila Iron Ore Mine
CMM-FASTNR-363346-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,STANDALONE_CANDIDATE,1,1,NMDC,NOS,2073,2073.0,1,Kirandul Complex
