Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used
HPCL-120003,HPCL,"STORES ITEM REDUCER, ASTM A106 Gr B, SIZE DN 150","stores item reducer, astm a106 gr b, size dn 150",Pipes & Fittings,Reducer,IS 1239,ASTM A106 Gr B,DN 150,12 m,50 mm,Zinc Plated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 150,,12 m,,,50 mm,,,,,IS 1239,IS 1239,zinc plated,,,,,,ISMT,ISM-R-DN150-99,MTR,11,True,size: 'DN 150' vs 'DN150'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400005,Coal India,"STORES ITEM Reducer, ASTM A106 Gr B, SIZE DN 150","stores item reducer, astm a106 gr b, size dn 150",Pipes & Fittings,Reducer,IS 1239,ASTM A106 Gr B,DN 150,12 m,50 mm,Zinc Plated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 150,,12 m,,,50 mm,,,,,IS 1239,IS 1239,zinc plated,,,,,,ISMT,ISM-R-DN150-84,MTR,11,True,size: 'DN 150' vs 'DN150'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NMDC-410004,NMDC,IND.REDUCER ASTM A106 Gr B DN 150,ind.reducer astm a106 gr b dn 150,Pipes & Fittings,Reducer,IS 1239,ASTM A106 Gr B,DN 150,12 m,50 mm,Zinc Plated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 150,,12 m,,,50 mm,,,,,IS 1239,IS 1239,zinc plated,,,,,,ISMT,ISM-R-DN150-32,MTR,11,True,size: 'DN 150' vs 'DN150'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200005,NTPC,IND.REDUCER ASTM A106 Gr B DN 150,ind.reducer astm a106 gr b dn 150,Pipes & Fittings,Reducer,IS 1239,ASTM A106 Gr B,DN 150,12 m,50 mm,Zinc Plated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 150,,12 m,,,50 mm,,,,,IS 1239,IS 1239,zinc plated,,,,,,ISMT,ISM-R-DN150-79,MTR,11,True,size: 'DN 150' vs 'DN150'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
HPCL-120004,HPCL,SPARE-REDUCER ASTM A106 Gr B DN 100,spare-reducer astm a106 gr b dn 100,Pipes & Fittings,Reducer,API 5L,ASTM A106 Gr B,DN 100,12 m,DN 100,Epoxy Coated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 100,,12 m,,,DN 100,,,,,API 5L,API 5L,epoxy coated,,,,,,Tata Steel,TATSTE-R-DN100-09,MTR,11,True,size: 'DN 100' vs 'DN100'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500005,BHEL,DN 100 REDUCER - ASTM A106 Gr B,dn 100 reducer - astm a106 gr b,Pipes & Fittings,Reducer,API 5L,ASTM A106 Gr B,DN 100,12 m,DN 100,Epoxy Coated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 100,,12 m,,,DN 100,,,,,API 5L,API 5L,epoxy coated,,,,,,Tata Steel,TATSTE-R-DN100-98,MTR,11,True,size: 'DN 100' vs 'DN100'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
ONGC-100008,ONGC,IND.DN 100 REDUCER - ASTM A106 Gr B,ind.dn 100 reducer - astm a106 gr b,Pipes & Fittings,Reducer,API 5L,ASTM A106 Gr B,DN 100,12 m,DN 100,Epoxy Coated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 100,,12 m,,,DN 100,,,,,API 5L,API 5L,epoxy coated,,,,,,Tata Steel,TATSTE-R-DN100-78,MTR,11,True,size: 'DN 100' vs 'DN100'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
IOCL-110006,IOCL,IND.REDUCER DN 100 ASTM A106 Gr B,ind.reducer dn 100 astm a106 gr b,Pipes & Fittings,Reducer,API 5L,ASTM A106 Gr B,DN 100,12 m,DN 100,Epoxy Coated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 100,,12 m,,,DN 100,,,,,API 5L,API 5L,epoxy coated,,,,,,Tata Steel,TATSTE-R-DN100-93,MTR,11,True,size: 'DN 100' vs 'DN100'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300008,SAIL,"STORES ITEM Reducer, ASTM A106 Gr B, SIZE DN 100","stores item reducer, astm a106 gr b, size dn 100",Pipes & Fittings,Reducer,API 5L,ASTM A106 Gr B,DN 100,12 m,DN 100,Epoxy Coated,MTR,pipe/fitting,,,,ASTM A106 Gr B,DN 100,,12 m,,,DN 100,,,,,API 5L,API 5L,epoxy coated,,,,,,Tata Steel,TATSTE-R-DN100-83,MTR,11,True,size: 'DN 100' vs 'DN100'; material_grade: 'ASTM A106 Gr B' vs 'ASTM A106'; material_grade: 'ASTM A106 Gr B' vs 'A106',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NMDC-410005,NMDC,"IND.Gear Pump, Duplex Steel, SIZE 3 in x 2 in","ind.gear pump, duplex steel, size 3 in x 2 in",Pumps,Gear Pump,ISO 2858,Duplex Steel,3 in x 2 in,,3 in x 2 in,,SET,pump,,,,Duplex Steel,3 in x 2 in,,,,,3 in x 2 in,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-84,SET,9,True,size: '3 in x 2 in' vs '3 in',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200006,NTPC,STORES ITEM 3 in x 2 in Gear Pump - Duplex Steel,stores item 3 in x 2 in gear pump - duplex steel,Pumps,Gear Pump,ISO 2858,Duplex Steel,3 in x 2 in,,3 in x 2 in,,SET,pump,,,,Duplex Steel,3 in x 2 in,,,,,3 in x 2 in,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-86,SET,9,True,size: '3 in x 2 in' vs '3 in',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400006,Coal India,Gear Pump 3 in x 2 in Duplex Steel,gear pump 3 in x 2 in duplex steel,Pumps,Gear Pump,ISO 2858,Duplex Steel,3 in x 2 in,,3 in x 2 in,,SET,pump,,,,Duplex Steel,3 in x 2 in,,,,,3 in x 2 in,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-21,SET,9,True,size: '3 in x 2 in' vs '3 in',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
ONGC-100009,ONGC,"Gear Pump, Duplex Steel, SIZE 3 in x 2 in","gear pump, duplex steel, size 3 in x 2 in",Pumps,Gear Pump,ISO 2858,Duplex Steel,3 in x 2 in,,3 in x 2 in,,SET,pump,,,,Duplex Steel,3 in x 2 in,,,,,3 in x 2 in,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-51,SET,9,True,size: '3 in x 2 in' vs '3 in',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500006,BHEL,GEAR PUMP Duplex Steel 3 in x 2 in,gear pump duplex steel 3 in x 2 in,Pumps,Gear Pump,ISO 2858,Duplex Steel,3 in x 2 in,,3 in x 2 in,,SET,pump,,,,Duplex Steel,3 in x 2 in,,,,,3 in x 2 in,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-73,SET,9,True,size: '3 in x 2 in' vs '3 in',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400007,Coal India,"SPARE-XLPE CABLE, Aluminium, SIZE 3C x 95 sq mm","spare-xlpe cable, aluminium, size 3c x 95 sq mm",Electrical,XLPE Cable,IS 2026,Aluminium,3C x 95 sq mm,,,,MTR,electrical,cable,,xlpe,Aluminium,3C x 95 sq mm,,,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-3Cx95sqmm-60,MTR,10,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200007,NTPC,SPARE-XLPE CABLE 3C x 95 sq mm Aluminium,spare-xlpe cable 3c x 95 sq mm aluminium,Electrical,XLPE Cable,IS 2026,Aluminium,3C x 95 sq mm,,,,MTR,electrical,cable,,xlpe,Aluminium,3C x 95 sq mm,,,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-3Cx95sqmm-97,MTR,10,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410006,NMDC,3C x 95 sq mm XLPE CABLE - Aluminium,3c x 95 sq mm xlpe cable - aluminium,Electrical,XLPE Cable,IS 2026,Aluminium,3C x 95 sq mm,,,,MTR,electrical,cable,,xlpe,Aluminium,3C x 95 sq mm,,,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-3Cx95sqmm-34,MTR,10,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500007,BHEL,STORES ITEM XLPE CABLE Aluminium 3C x 95 sq mm,stores item xlpe cable aluminium 3c x 95 sq mm,Electrical,XLPE Cable,IS 2026,Aluminium,3C x 95 sq mm,,,,MTR,electrical,cable,,xlpe,Aluminium,3C x 95 sq mm,,,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-3Cx95sqmm-63,MTR,10,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110007,IOCL,3C x 95 sq mm XLPE CABLE - Aluminium,3c x 95 sq mm xlpe cable - aluminium,Electrical,XLPE Cable,IS 2026,Aluminium,3C x 95 sq mm,,,,MTR,electrical,cable,,xlpe,Aluminium,3C x 95 sq mm,,,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-3Cx95sqmm-40,MTR,10,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300009,SAIL,IND.XLPE CABLE 3C x 95 sq mm Aluminium,ind.xlpe cable 3c x 95 sq mm aluminium,Electrical,XLPE Cable,IS 2026,Aluminium,3C x 95 sq mm,,,,MTR,electrical,cable,,xlpe,Aluminium,3C x 95 sq mm,,,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-3Cx95sqmm-35,MTR,10,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410007,NMDC,HEX NUT M16 x 65 SS304,hexagonal nut m16 x 65 ss304,Fasteners,Hex Nut,DIN 931,SS304,M16 x 65,65 mm,,,NOS,fastener,nut,hex,stainless steel,SS304,M16 x 65,,65 mm,,,,,,,,,DIN 931,,,,,,,GKW,GKW-HN-M16x65-69,NOS,11,True,size: 'M16 x 65' vs 'M16'; material_grade: 'SS304' vs 'SS 304',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
HPCL-120005,HPCL,STORES ITEM HEX NUT SS304 M16 x 65,stores item hexagonal nut ss304 m16 x 65,Fasteners,Hex Nut,DIN 931,SS304,M16 x 65,65 mm,,,NOS,fastener,nut,hex,stainless steel,SS304,M16 x 65,,65 mm,,,,,,,,,DIN 931,,,,,,,GKW,GKW-HN-M16x65-14,NOS,11,True,size: 'M16 x 65' vs 'M16'; material_grade: 'SS304' vs 'SS 304',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
NTPC-200008,NTPC,STORES ITEM HEX NUT M16 x 65 SS304,stores item hexagonal nut m16 x 65 ss304,Fasteners,Hex Nut,DIN 931,SS304,M16 x 65,65 mm,,,NOS,fastener,nut,hex,stainless steel,SS304,M16 x 65,,65 mm,,,,,,,,,DIN 931,,,,,,,GKW,GKW-HN-M16x65-15,NOS,11,True,size: 'M16 x 65' vs 'M16'; material_grade: 'SS304' vs 'SS 304',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
NTPC-200009,NTPC,SPARE-Hex Nut M12 x 50 Grade 8.8,spare-hexagonal nut m12 x 50 grade 8.8,Fasteners,Hex Nut,ASTM A193,Grade 8.8,M12 x 50,50 mm,,,KG,fastener,nut,hex,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,ASTM A193,ASTM A193,,,,,,,Sundram Fasteners,SUNFAS-HN-M12x50-98,KG,11,True,size: 'M12 x 50' vs 'M12',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300010,SAIL,SPARE-HEX NUT M12 x 50 Grade 8.8,spare-hexagonal nut m12 x 50 grade 8.8,Fasteners,Hex Nut,ASTM A193,Grade 8.8,M12 x 50,50 mm,,,KG,fastener,nut,hex,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,ASTM A193,ASTM A193,,,,,,,Sundram Fasteners,SUNFAS-HN-M12x50-53,KG,11,True,size: 'M12 x 50' vs 'M12',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500008,BHEL,"HEX NUT, Grade 8.8, SIZE M12 x 50","hexagonal nut, grade 8.8, size m12 x 50",Fasteners,Hex Nut,ASTM A193,Grade 8.8,M12 x 50,50 mm,,,KG,fastener,nut,hex,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,ASTM A193,ASTM A193,,,,,,,Sundram Fasteners,SUNFAS-HN-M12x50-10,KG,11,True,size: 'M12 x 50' vs 'M12',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410008,NMDC,IND.M12 x 50 Hex Nut - Grade 8.8,ind.m12 x 50 hexagonal nut - grade 8.8,Fasteners,Hex Nut,ASTM A193,Grade 8.8,M12 x 50,50 mm,,,KG,fastener,nut,hex,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,ASTM A193,ASTM A193,,,,,,,Sundram Fasteners,SUNFAS-HN-M12x50-19,KG,11,True,size: 'M12 x 50' vs 'M12',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110008,IOCL,STORES ITEM M12 x 50 HEX NUT - Grade 8.8,stores item m12 x 50 hexagonal nut - grade 8.8,Fasteners,Hex Nut,ASTM A193,Grade 8.8,M12 x 50,50 mm,,,KG,fastener,nut,hex,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,ASTM A193,ASTM A193,,,,,,,Sundram Fasteners,SUNFAS-HN-M12x50-16,KG,11,True,size: 'M12 x 50' vs 'M12',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120006,HPCL,HEX NUT M12 x 50 Grade 8.8,hexagonal nut m12 x 50 grade 8.8,Fasteners,Hex Nut,ASTM A193,Grade 8.8,M12 x 50,50 mm,,,KG,fastener,nut,hex,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,ASTM A193,ASTM A193,,,,,,,Sundram Fasteners,SUNFAS-HN-M12x50-56,KG,11,True,size: 'M12 x 50' vs 'M12',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110009,IOCL,SPARE-Control Valve WCB 1/2 in,spare-control valve wcb 1/2 in,Valves,Control Valve,API 598,WCB,1/2 in,,,Zinc Plated,NOS,valve,,,,WCB,1/2 in,,,,,,,,,,API 598,API 598,zinc plated,,,,,,Fouress,FOU-CV-1-2in-42,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400008,Coal India,SPARE-1/2 in CONTROL VALVE - WCB,spare-1/2 in control valve - wcb,Valves,Control Valve,API 598,WCB,1/2 in,,,Zinc Plated,NOS,valve,,,,WCB,1/2 in,,,,,,,,,,API 598,API 598,zinc plated,,,,,,Fouress,FOU-CV-1-2in-59,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300011,SAIL,"CONTROL VALVE, WCB, SIZE 1/2 in","control valve, wcb, size 1/2 in",Valves,Control Valve,API 598,WCB,1/2 in,,,Zinc Plated,NOS,valve,,,,WCB,1/2 in,,,,,,,,,,API 598,API 598,zinc plated,,,,,,Fouress,FOU-CV-1-2in-85,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200010,NTPC,SPARE-Control Valve WCB 1/2 in,spare-control valve wcb 1/2 in,Valves,Control Valve,API 598,WCB,1/2 in,,,Zinc Plated,NOS,valve,,,,WCB,1/2 in,,,,,,,,,,API 598,API 598,zinc plated,,,,,,Fouress,FOU-CV-1-2in-27,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100010,ONGC,CONTROL VALVE 1/2 in WCB,control valve 1/2 in wcb,Valves,Control Valve,API 598,WCB,1/2 in,,,Zinc Plated,NOS,valve,,,,WCB,1/2 in,,,,,,,,,,API 598,API 598,zinc plated,,,,,,Fouress,FOU-CV-1-2in-31,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
