Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Standardized_Description,Canonical_Material_Key,Canonical_Material_Family,Canonical_Material_Type,Canonical_Material_Subtype,Canonical_Material,Canonical_Material_Grade,Canonical_Nominal_Size,Canonical_Size,Canonical_Length,Canonical_Width,Canonical_Height,Canonical_Diameter,Canonical_Thickness,Canonical_Pressure_Class,Canonical_Schedule,Canonical_Rating,Canonical_Standard,Canonical_Specification,Canonical_Coating,Canonical_Connection_Type,Canonical_End_Type,Canonical_Construction,Canonical_Orientation,Canonical_Manufacturer,Canonical_Manufacturer_Part_No,Canonical_Unit,Standardization_Changed,Standardization_Rule_Count,Standardization_Rules_Applied,Standardization_Conflict_Preserved
ONGC-100087,ONGC,SPARE-DN 50 Check Valve - ASTM A216 WCB,spare-dn 50 check valve - astm a216 wcb,Valves,Check Valve,API 600,ASTM A216 WCB,DN 50,,,,NOS,valve,check valve,,,ASTM A216 WCB,DN 50,,,,,,,,,,API 600,API 600,,,,,,,L&T Valves,L&TVAL-CV-DN50-30,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A216 WCB' vs 'WCB',FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CHECK_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-CV-DN50-30,Mumbai Offshore Complex,Active,6638,2025-10-31,VALVE | CHECK VALVE | ASTM A216 WCB | DN 50 | API 600,VALVE|CHECK_VALVE|ASTM_A216_WCB|DN_50|API_600,VALVE,CHECK VALVE,,,ASTM A216 WCB,,DN 50,,,,,,,,,API 600,API 600,,,,,,L&T VALVES,L&TVAL-CV-DN50-30,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
CIL-400077,Coal India,DN 50 Check Valve - ASTM A216 WCB,dn 50 check valve - astm a216 wcb,Valves,Check Valve,API 600,ASTM A216 WCB,DN 50,,,,NOS,valve,check valve,,,ASTM A216 WCB,DN 50,,,,,,,,,,API 600,API 600,,,,,,,L&T Valves,L&TVAL-CV-DN50-28,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A216 WCB' vs 'WCB',FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CHECK_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-CV-DN50-28,Jharia Coalfields,Active,6095,2024-02-14,VALVE | CHECK VALVE | ASTM A216 WCB | DN 50 | API 600,VALVE|CHECK_VALVE|ASTM_A216_WCB|DN_50|API_600,VALVE,CHECK VALVE,,,ASTM A216 WCB,,DN 50,,,,,,,,,API 600,API 600,,,,,,L&T VALVES,L&TVAL-CV-DN50-28,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
SAIL-300092,SAIL,"CHECK VALVE, ASTM A216 WCB, SIZE DN 50","check valve, astm a216 wcb, size dn 50",Valves,Check Valve,API 600,ASTM A216 WCB,DN 50,,,,NOS,valve,check valve,,,ASTM A216 WCB,DN 50,,,,,,,,,,API 600,API 600,,,,,,,L&T Valves,L&TVAL-CV-DN50-53,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A216 WCB' vs 'WCB',FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CHECK_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-CV-DN50-53,Rourkela Steel Plant,Active,1602,2025-09-06,VALVE | CHECK VALVE | ASTM A216 WCB | DN 50 | API 600,VALVE|CHECK_VALVE|ASTM_A216_WCB|DN_50|API_600,VALVE,CHECK VALVE,,,ASTM A216 WCB,,DN 50,,,,,,,,,API 600,API 600,,,,,,L&T VALVES,L&TVAL-CV-DN50-53,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
HPCL-120092,HPCL,IND.Induction Motor 4C x 25 sq mm Aluminium,ind.induction motor 4c x 25 sq mm aluminium,Electrical,Induction Motor,IEC 60502,Aluminium,4C x 25 sq mm,1000 m,,,MTR,electrical,,,,Aluminium,4C x 25 sq mm,,1000 m,,,,,,,,IEC 60502,IEC 60502,,,,,,,Havells,HAV-IM-4Cx25sqmm-95,MTR,9,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Havells,HAV-IM-4Cx25sqmm-95,Bhatinda Refinery,Active,14742,2024-05-07,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | 1000 M | IEC 60502,ELECTRICAL|ALUMINIUM|4C_X_25_SQ_MM|1000_M|IEC_60502,ELECTRICAL,,,,ALUMINIUM,,4C X 25 SQ MM,1000 M,,,,,,,,IEC 60502,IEC 60502,,,,,,HAVELLS,HAV-IM-4CX25SQMM-95,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; UNIT_CANONICAL,True
CIL-400078,Coal India,"Induction Motor, Aluminium, SIZE 4C x 25 sq mm","induction motor, aluminium, size 4c x 25 sq mm",Electrical,Induction Motor,IEC 60502,Aluminium,4C x 25 sq mm,1000 m,,,MTR,electrical,,,,Aluminium,4C x 25 sq mm,,1000 m,,,,,,,,IEC 60502,IEC 60502,,,,,,,Havells,HAV-IM-4Cx25sqmm-97,MTR,9,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Havells,HAV-IM-4Cx25sqmm-97,Jharia Coalfields,Active,4909,2024-07-25,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | 1000 M | IEC 60502,ELECTRICAL|ALUMINIUM|4C_X_25_SQ_MM|1000_M|IEC_60502,ELECTRICAL,,,,ALUMINIUM,,4C X 25 SQ MM,1000 M,,,,,,,,IEC 60502,IEC 60502,,,,,,HAVELLS,HAV-IM-4CX25SQMM-97,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; UNIT_CANONICAL,True
SAIL-300093,SAIL,Induction Motor Aluminium 4C x 25 sq mm,induction motor aluminium 4c x 25 sq mm,Electrical,Induction Motor,IEC 60502,Aluminium,4C x 25 sq mm,1000 m,,,MTR,electrical,,,,Aluminium,4C x 25 sq mm,,1000 m,,,,,,,,IEC 60502,IEC 60502,,,,,,,Havells,HAV-IM-4Cx25sqmm-83,MTR,9,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Havells,HAV-IM-4Cx25sqmm-83,Rourkela Steel Plant,Slow-Moving,5435,2024-05-17,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | 1000 M | IEC 60502,ELECTRICAL|ALUMINIUM|4C_X_25_SQ_MM|1000_M|IEC_60502,ELECTRICAL,,,,ALUMINIUM,,4C X 25 SQ MM,1000 M,,,,,,,,IEC 60502,IEC 60502,,,,,,HAVELLS,HAV-IM-4CX25SQMM-83,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; UNIT_CANONICAL,True
IOCL-110085,IOCL,IND.EQUAL TEE Alloy Steel DN 150,ind.equal tee alloy steel dn 150,Pipes & Fittings,Equal Tee,ASTM A106,Alloy Steel,DN 150,6 m,50 mm,,MTR,pipe/fitting,,,,Alloy Steel,DN 150,,6 m,,,50 mm,,,,,ASTM A106,ASTM A106,,,,,,,ISMT,ISM-ET-DN150-78,MTR,10,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ISMT,ISM-ET-DN150-78,Gujarat Refinery,Active,1108,2025-05-18,PIPE/FITTING | ALLOY STEEL | DN 150 | 6 M | 50 MM | ASTM A106,PIPE_FITTING|ALLOY_STEEL|DN_150|6_M|50_MM|ASTM_A106,PIPE/FITTING,,,,ALLOY STEEL,,DN 150,6 M,,,50 MM,,,,,ASTM A106,ASTM A106,,,,,,ISMT,ISM-ET-DN150-78,MTR,True,10,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; UNIT_CANONICAL,True
SAIL-300094,SAIL,IND.Equal Tee DN 150 Alloy Steel,ind.equal tee dn 150 alloy steel,Pipes & Fittings,Equal Tee,ASTM A106,Alloy Steel,DN 150,6 m,50 mm,,MTR,pipe/fitting,,,,Alloy Steel,DN 150,,6 m,,,50 mm,,,,,ASTM A106,ASTM A106,,,,,,,ISMT,ISM-ET-DN150-07,MTR,10,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ISMT,ISM-ET-DN150-07,Rourkela Steel Plant,Active,9042,2024-07-28,PIPE/FITTING | ALLOY STEEL | DN 150 | 6 M | 50 MM | ASTM A106,PIPE_FITTING|ALLOY_STEEL|DN_150|6_M|50_MM|ASTM_A106,PIPE/FITTING,,,,ALLOY STEEL,,DN 150,6 M,,,50 MM,,,,,ASTM A106,ASTM A106,,,,,,ISMT,ISM-ET-DN150-07,MTR,True,10,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; UNIT_CANONICAL,True
BHEL-500089,BHEL,"IND.EQUAL TEE, Alloy Steel, SIZE DN 150","ind.equal tee, alloy steel, size dn 150",Pipes & Fittings,Equal Tee,ASTM A106,Alloy Steel,DN 150,6 m,50 mm,,MTR,pipe/fitting,,,,Alloy Steel,DN 150,,6 m,,,50 mm,,,,,ASTM A106,ASTM A106,,,,,,,ISMT,ISM-ET-DN150-55,MTR,10,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ISMT,ISM-ET-DN150-55,Hazira Complex,Active,2940,2025-09-12,PIPE/FITTING | ALLOY STEEL | DN 150 | 6 M | 50 MM | ASTM A106,PIPE_FITTING|ALLOY_STEEL|DN_150|6_M|50_MM|ASTM_A106,PIPE/FITTING,,,,ALLOY STEEL,,DN 150,6 M,,,50 MM,,,,,ASTM A106,ASTM A106,,,,,,ISMT,ISM-ET-DN150-55,MTR,True,10,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; UNIT_CANONICAL,True
CIL-400079,Coal India,SPARE-Equal Tee Alloy Steel DN 150,spare-equal tee alloy steel dn 150,Pipes & Fittings,Equal Tee,ASTM A106,Alloy Steel,DN 150,6 m,50 mm,,MTR,pipe/fitting,,,,Alloy Steel,DN 150,,6 m,,,50 mm,,,,,ASTM A106,ASTM A106,,,,,,,ISMT,ISM-ET-DN150-74,MTR,10,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ISMT,ISM-ET-DN150-74,Singareni Collieries,Active,5941,2025-02-11,PIPE/FITTING | ALLOY STEEL | DN 150 | 6 M | 50 MM | ASTM A106,PIPE_FITTING|ALLOY_STEEL|DN_150|6_M|50_MM|ASTM_A106,PIPE/FITTING,,,,ALLOY STEEL,,DN 150,6 M,,,50 MM,,,,,ASTM A106,ASTM A106,,,,,,ISMT,ISM-ET-DN150-74,MTR,True,10,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; UNIT_CANONICAL,True
ONGC-100088,ONGC,IND.EQUAL TEE Alloy Steel DN 150,ind.equal tee alloy steel dn 150,Pipes & Fittings,Equal Tee,ASTM A106,Alloy Steel,DN 150,6 m,50 mm,,MTR,pipe/fitting,,,,Alloy Steel,DN 150,,6 m,,,50 mm,,,,,ASTM A106,ASTM A106,,,,,,,ISMT,ISM-ET-DN150-57,MTR,10,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ISMT,ISM-ET-DN150-57,Sivasagar Asset,Active,6299,2025-03-13,PIPE/FITTING | ALLOY STEEL | DN 150 | 6 M | 50 MM | ASTM A106,PIPE_FITTING|ALLOY_STEEL|DN_150|6_M|50_MM|ASTM_A106,PIPE/FITTING,,,,ALLOY STEEL,,DN 150,6 M,,,50 MM,,,,,ASTM A106,ASTM A106,,,,,,ISMT,ISM-ET-DN150-57,MTR,True,10,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; UNIT_CANONICAL,True
NTPC-200085,NTPC,Thrust Bearing 6304 AISI 52100,thrust bearing 6304 aisi 52100,Bearings,Thrust Bearing,ABMA 9,AISI 52100,6304,,,,NOS,bearing,,,,AISI 52100,6304,,,,,,,,,,,ABMA 9,,,,,,6304,FAG,FAG-TB-6304-26,NOS,8,False,,BEARING_NUMBER; FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,description; structured_field,FAG,FAG-TB-6304-26,Dadri Plant,Slow-Moving,12016,2025-01-18,BEARING | AISI 52100 | 6304,BEARING|AISI_52100|6304,BEARING,,,,AISI 52100,,6304,,,,,,,,,,ABMA 9,,,,,,FAG,FAG-TB-6304-26,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
HPCL-120093,HPCL,STORES ITEM 6304 THRUST BEARING - AISI 52100,stores item 6304 thrust bearing - aisi 52100,Bearings,Thrust Bearing,ABMA 9,AISI 52100,6304,,,,NOS,bearing,,,,AISI 52100,6304,,,,,,,,,,,ABMA 9,,,,,,,FAG,FAG-TB-6304-51,NOS,7,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,FAG,FAG-TB-6304-51,Visakh Refinery,Active,9688,2024-03-13,BEARING | AISI 52100 | 6304,BEARING|AISI_52100|6304,BEARING,,,,AISI 52100,,6304,,,,,,,,,,ABMA 9,,,,,,FAG,FAG-TB-6304-51,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
IOCL-110086,IOCL,IND.Thrust Bearing AISI 52100 6304,ind.thrust bearing aisi 52100 6304,Bearings,Thrust Bearing,ABMA 9,AISI 52100,6304,,,,NOS,bearing,,,,AISI 52100,6304,,,,,,,,,,,ABMA 9,,,,,,,FAG,FAG-TB-6304-16,NOS,7,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,FAG,FAG-TB-6304-16,Panipat Refinery,Obsolete,12686,2024-12-22,BEARING | AISI 52100 | 6304,BEARING|AISI_52100|6304,BEARING,,,,AISI 52100,,6304,,,,,,,,,,ABMA 9,,,,,,FAG,FAG-TB-6304-16,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
CIL-400080,Coal India,STORES ITEM Thrust Bearing AISI 52100 6304,stores item thrust bearing aisi 52100 6304,Bearings,Thrust Bearing,ABMA 9,AISI 52100,6304,,,,NOS,bearing,,,,AISI 52100,6304,,,,,,,,,,,ABMA 9,,,,,,,FAG,FAG-TB-6304-82,NOS,7,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,FAG,FAG-TB-6304-82,Jharia Coalfields,Slow-Moving,4020,2025-05-04,BEARING | AISI 52100 | 6304,BEARING|AISI_52100|6304,BEARING,,,,AISI 52100,,6304,,,,,,,,,,ABMA 9,,,,,,FAG,FAG-TB-6304-82,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
SAIL-300095,SAIL,SPARE-Thrust Bearing AISI 52100 6304,spare-thrust bearing aisi 52100 6304,Bearings,Thrust Bearing,ABMA 9,AISI 52100,6304,,,,NOS,bearing,,,,AISI 52100,6304,,,,,,,,,,,ABMA 9,,,,,,,FAG,FAG-TB-6304-81,NOS,7,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,FAG,FAG-TB-6304-81,Durgapur Steel Plant,Obsolete,2464,2024-09-17,BEARING | AISI 52100 | 6304,BEARING|AISI_52100|6304,BEARING,,,,AISI 52100,,6304,,,,,,,,,,ABMA 9,,,,,,FAG,FAG-TB-6304-81,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
CIL-400081,Coal India,STORES ITEM VERTICAL TURBINE PUMP 2 in x 1.5 in SS316,stores item vertical turbine pump 2 in x 1.5 in ss316,Pumps,Vertical Turbine Pump,IS 1520,SS316,2 in x 1.5 in,,2 in x 1.5 in,,SET,pump,,,stainless steel,SS316,2 in x 1.5 in,,,,,2 in x 1.5 in,,,,,IS 1520,IS 1520,,,,,vertical,,WPIL,WPI-VTP-2inx1.5in-65,SET,11,True,size: '2 in x 1.5 in' vs '2 in'; material_grade: 'SS316' vs 'SS 316',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; ORIENTATION_VERTICAL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-VTP-2inx1.5in-65,Singareni Collieries,Active,9431,2024-12-18,PUMP | VERTICAL | STAINLESS STEEL | SS 316 | 2 IN X 1.5 IN | 2 IN X 1.5 IN | IS 1520,PUMP|STAINLESS_STEEL|SS_316|2_IN_X_15_IN|2_IN_X_15_IN|IS_1520|VERTICAL,PUMP,,,STAINLESS STEEL,SS 316,,2 IN X 1.5 IN,,,,2 IN X 1.5 IN,,,,,IS 1520,IS 1520,,,,,VERTICAL,WPIL,WPI-VTP-2INX1.5IN-65,SET,True,11,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; ORIENTATION_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
BHEL-500090,BHEL,SPARE-VERTICAL TURBINE PUMP 2 in x 1.5 in SS316,spare-vertical turbine pump 2 in x 1.5 in ss316,Pumps,Vertical Turbine Pump,IS 1520,SS316,2 in x 1.5 in,,2 in x 1.5 in,,SET,pump,,,stainless steel,SS316,2 in x 1.5 in,,,,,2 in x 1.5 in,,,,,IS 1520,IS 1520,,,,,vertical,,WPIL,WPI-VTP-2inx1.5in-96,SET,11,True,size: '2 in x 1.5 in' vs '2 in'; material_grade: 'SS316' vs 'SS 316',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; ORIENTATION_VERTICAL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-VTP-2inx1.5in-96,Bhopal Complex,Obsolete,13425,2025-05-18,PUMP | VERTICAL | STAINLESS STEEL | SS 316 | 2 IN X 1.5 IN | 2 IN X 1.5 IN | IS 1520,PUMP|STAINLESS_STEEL|SS_316|2_IN_X_15_IN|2_IN_X_15_IN|IS_1520|VERTICAL,PUMP,,,STAINLESS STEEL,SS 316,,2 IN X 1.5 IN,,,,2 IN X 1.5 IN,,,,,IS 1520,IS 1520,,,,,VERTICAL,WPIL,WPI-VTP-2INX1.5IN-96,SET,True,11,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; ORIENTATION_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
ONGC-100089,ONGC,SPARE-VERTICAL TURBINE PUMP SS316 2 in x 1.5 in,spare-vertical turbine pump ss316 2 in x 1.5 in,Pumps,Vertical Turbine Pump,IS 1520,SS316,2 in x 1.5 in,,2 in x 1.5 in,,SET,pump,,,stainless steel,SS316,2 in x 1.5 in,,,,,2 in x 1.5 in,,,,,IS 1520,IS 1520,,,,,vertical,,WPIL,WPI-VTP-2inx1.5in-90,SET,11,True,size: '2 in x 1.5 in' vs '2 in'; material_grade: 'SS316' vs 'SS 316',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; ORIENTATION_VERTICAL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-VTP-2inx1.5in-90,Mumbai Offshore Complex,Active,6188,2024-07-09,PUMP | VERTICAL | STAINLESS STEEL | SS 316 | 2 IN X 1.5 IN | 2 IN X 1.5 IN | IS 1520,PUMP|STAINLESS_STEEL|SS_316|2_IN_X_15_IN|2_IN_X_15_IN|IS_1520|VERTICAL,PUMP,,,STAINLESS STEEL,SS 316,,2 IN X 1.5 IN,,,,2 IN X 1.5 IN,,,,,IS 1520,IS 1520,,,,,VERTICAL,WPIL,WPI-VTP-2INX1.5IN-90,SET,True,11,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; ORIENTATION_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
